Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSCSAG00000014396		ENSG00000058673	ZC3H11A
ENSCSAG00000014395		ENSG00000119866	BCL11A
ENSCSAG00000014394	MTHFD1L	ENSG00000120254	MTHFD1L
ENSCSAG00000014393	APOO	ENSG00000184831	APOO
ENSCSAG00000014392	ACAA1	ENSG00000060971	ACAA1
ENSCSAG00000014391			
ENSCSAG00000014390	DBNDD2	ENSG00000244274	DBNDD2
ENSCSAG00000014389	ZER1	ENSG00000160445	ZER1
ENSCSAG00000014388	FANCL	ENSG00000115392	FANCL
ENSCSAG00000014387	LAX1	ENSG00000122188	LAX1
ENSCSAG00000014386	NEIL1	ENSG00000140398	NEIL1
ENSCSAG00000014385	KIAA0586	ENSG00000100578	KIAA0586
ENSCSAG00000014384	SEMA3F	ENSG00000001617	SEMA3F
ENSCSAG00000014383	CXorf58	ENSG00000165182	CXorf58
ENSCSAG00000014382	TP53TG5	ENSG00000124251	TP53TG5
ENSCSAG00000014381	VRK2	ENSG00000028116	VRK2
ENSCSAG00000014380	COMMD4	ENSG00000140365	COMMD4
ENSCSAG00000014379	ATP2B4	ENSG00000058668	ATP2B4
ENSCSAG00000014378	ZDHHC12	ENSG00000160446	ZDHHC12
ENSCSAG00000014377			
ENSCSAG00000014376			
ENSCSAG00000014375	TOX	ENSG00000198846	TOX
ENSCSAG00000014374	CCDC85A	ENSG00000055813	CCDC85A
ENSCSAG00000014373			
ENSCSAG00000014372	CPVL	ENSG00000106066	CPVL
ENSCSAG00000014371	KLHL15	ENSG00000174010	KLHL15
ENSCSAG00000014370	SYS1	ENSG00000204070	SYS1
ENSCSAG00000014369			
ENSCSAG00000014368	CA8	ENSG00000178538	CA8
ENSCSAG00000014367	C15orf39	ENSG00000167173	C15orf39
ENSCSAG00000014366	GNAT1	ENSG00000114349	GNAT1
ENSCSAG00000014365	EFEMP1	ENSG00000115380	EFEMP1
ENSCSAG00000014364	SDC4	ENSG00000124145	SDC4
ENSCSAG00000014363	PDK3	ENSG00000067992	PDK3
ENSCSAG00000014362	OPTC	ENSG00000188770	OPTC
ENSCSAG00000014361	DOC2B	ENSG00000272636	DOC2B
ENSCSAG00000014360	CREB5	ENSG00000146592	CREB5
ENSCSAG00000014359	RAB2A	ENSG00000104388	RAB2A
ENSCSAG00000014358	PPCDC	ENSG00000138621	PPCDC
ENSCSAG00000014357	COL12A1	ENSG00000111799	COL12A1
ENSCSAG00000014356	PCYT1B	ENSG00000102230	PCYT1B
ENSCSAG00000014355	JAZF1	ENSG00000153814	JAZF1
ENSCSAG00000014354	SCAMP5	ENSG00000198794	SCAMP5
ENSCSAG00000014353	NFE2L2	ENSG00000116044	NFE2L2
ENSCSAG00000014352	PRELP	ENSG00000188783	PRELP
ENSCSAG00000014351	PKN3	ENSG00000160447	PKN3
ENSCSAG00000014350	RBPJL	ENSG00000124232	RBPJL
ENSCSAG00000014349	CHD7	ENSG00000171316	CHD7
ENSCSAG00000014348	TAX1BP1	ENSG00000106052	TAX1BP1
ENSCSAG00000014347	FMOD	ENSG00000122176	FMOD
ENSCSAG00000014346	COX5A	ENSG00000178741	COX5A
ENSCSAG00000014345	AGPS	ENSG00000018510	AGPS
ENSCSAG00000014344	POLA1	ENSG00000101868	POLA1
ENSCSAG00000014343	SLC38A3	ENSG00000188338	SLC38A3
ENSCSAG00000014342	BTG2	ENSG00000159388	BTG2
ENSCSAG00000014341	PCSK1	ENSG00000175426	PCSK1
ENSCSAG00000014340	FAM219B	ENSG00000178761	FAM219B
ENSCSAG00000014339	RPH3AL	ENSG00000181031	RPH3AL
ENSCSAG00000014338	CHIT1	ENSG00000133063	CHIT1
ENSCSAG00000014337	HIBADH	ENSG00000106049	HIBADH
ENSCSAG00000014336			
ENSCSAG00000014335	DACT1	ENSG00000165617	DACT1
ENSCSAG00000014334	DLEC1	ENSG00000008226	DLEC1
ENSCSAG00000014333	CHI3L1	ENSG00000133048	CHI3L1
ENSCSAG00000014332	MPI	ENSG00000178802	MPI
ENSCSAG00000014331	DAAM1	ENSG00000100592	DAAM1
ENSCSAG00000014330	FBN2	ENSG00000138829	FBN2
ENSCSAG00000014329	GNAI2	ENSG00000114353	GNAI2
ENSCSAG00000014328	CAST	ENSG00000153113	CAST
ENSCSAG00000014327	SCAMP2	ENSG00000140497	SCAMP2
ENSCSAG00000014326	CLVS1	ENSG00000177182	CLVS1
ENSCSAG00000014325	EVX1	ENSG00000106038	EVX1
ENSCSAG00000014324	PNPT1	ENSG00000138035	PNPT1
ENSCSAG00000014323	C17orf97	ENSG00000187624	C17orf97
ENSCSAG00000014322	MYBPH	ENSG00000133055	MYBPH
ENSCSAG00000014321	ARX	ENSG00000004848	ARX
ENSCSAG00000014320	MATN4	ENSG00000124159	MATN4
ENSCSAG00000014319	RFLNB	ENSG00000183688	RFLNB
ENSCSAG00000014318	ASPH	ENSG00000198363	ASPH
ENSCSAG00000014317	ULK3	ENSG00000140474	ULK3
ENSCSAG00000014316	SEMA3B	ENSG00000012171	SEMA3B
ENSCSAG00000014315	HOXA13	ENSG00000106031	HOXA13
ENSCSAG00000014314	L3HYPDH	ENSG00000126790	L3HYPDH
ENSCSAG00000014313		ENSG00000284741	PDE11A
ENSCSAG00000014313		ENSG00000128655	PDE11A
ENSCSAG00000014312	SLPI	ENSG00000124107	SLPI
ENSCSAG00000014311	JKAMP	ENSG00000050130	JKAMP
ENSCSAG00000014310	HOXA11	ENSG00000005073	HOXA11
ENSCSAG00000014309	ERAP1	ENSG00000164307	ERAP1
ENSCSAG00000014308	SEMG2	ENSG00000124157	SEMG2
ENSCSAG00000014307	VPS53	ENSG00000141252	VPS53
ENSCSAG00000014306	CPLX3	ENSG00000213578	CPLX3
ENSCSAG00000014305	LSMEM2	ENSG00000179564	LSMEM2
ENSCSAG00000014304	MAGEB6	ENSG00000176746	MAGEB6
ENSCSAG00000014303	DYNC2I2	ENSG00000119333	DYNC2I2
ENSCSAG00000014302			
ENSCSAG00000014301		ENSG00000185942	NKAIN3
ENSCSAG00000014300	PI3	ENSG00000124102	PI3
ENSCSAG00000014299	CCDC175	ENSG00000151838	CCDC175
ENSCSAG00000014298	ADORA1	ENSG00000163485	ADORA1
ENSCSAG00000014297	HOXA9	ENSG00000078399	HOXA9
ENSCSAG00000014296			
ENSCSAG00000014295	GGH	ENSG00000137563	GGH
ENSCSAG00000014294	WFDC12	ENSG00000168703	WFDC12
ENSCSAG00000014293	BCL2L13	ENSG00000099968	BCL2L13
ENSCSAG00000014292	HOXA7	ENSG00000122592	HOXA7
ENSCSAG00000014291	MYOG	ENSG00000122180	MYOG
ENSCSAG00000014290			
ENSCSAG00000014289			
ENSCSAG00000014288			
ENSCSAG00000014287	HOXA6	ENSG00000106006	HOXA6
ENSCSAG00000014286	TTPA	ENSG00000137561	TTPA
ENSCSAG00000014285	ERAP2	ENSG00000164308	ERAP2
ENSCSAG00000014284	LMAN1L	ENSG00000140506	LMAN1L
ENSCSAG00000014283	IL1RAPL1	ENSG00000169306	IL1RAPL1
ENSCSAG00000014282	WFDC5	ENSG00000175121	WFDC5
ENSCSAG00000014281	BID	ENSG00000015475	BID
ENSCSAG00000014280	YTHDF3	ENSG00000185728	YTHDF3
ENSCSAG00000014279	PPFIA4	ENSG00000143847	PPFIA4
ENSCSAG00000014278	HOXA5	ENSG00000106004	HOXA5
ENSCSAG00000014277	SPTAN1	ENSG00000197694	SPTAN1
ENSCSAG00000014276	IFRD2	ENSG00000214706	IFRD2
ENSCSAG00000014275		ENSG00000124134	KCNS1
ENSCSAG00000014274	CYP7B1	ENSG00000172817	CYP7B1
ENSCSAG00000014273	HOXA4	ENSG00000197576	HOXA4
ENSCSAG00000014272	NR0B1	ENSG00000169297	NR0B1
ENSCSAG00000014271	STK4	ENSG00000101109	STK4
ENSCSAG00000014270	AKAP12	ENSG00000131016	AKAP12
ENSCSAG00000014269	ARMC1	ENSG00000104442	ARMC1
ENSCSAG00000014268	LNPEP	ENSG00000113441	LNPEP
ENSCSAG00000014267	HOXA3	ENSG00000105997	HOXA3
ENSCSAG00000014266			
ENSCSAG00000014265	TLCD3A	ENSG00000167695	TLCD3A
ENSCSAG00000014264	MICAL3	ENSG00000243156	MICAL3
ENSCSAG00000014263		ENSG00000139970	RTN1
ENSCSAG00000014262	HOXA2	ENSG00000105996	HOXA2
ENSCSAG00000014261	MTFR1	ENSG00000066855	MTFR1
ENSCSAG00000014260	GEMIN4	ENSG00000179409	GEMIN4
ENSCSAG00000014259	ZBTB2	ENSG00000181472	ZBTB2
ENSCSAG00000014258	TMEM183A	ENSG00000163444	TMEM183A
ENSCSAG00000014257	TOMM34	ENSG00000025772	TOMM34
ENSCSAG00000014256	HOXA1	ENSG00000105991	HOXA1
ENSCSAG00000014255			
ENSCSAG00000014254	GLOD4	ENSG00000167699	GLOD4
ENSCSAG00000014253	PDE7A	ENSG00000205268	PDE7A
ENSCSAG00000014252		ENSG00000139970	RTN1
ENSCSAG00000014251			
ENSCSAG00000014250	RMND1	ENSG00000155906	RMND1
ENSCSAG00000014249	CSK	ENSG00000103653	CSK
ENSCSAG00000014248			
ENSCSAG00000014247	MRM3	ENSG00000171861	MRM3
ENSCSAG00000014246	DNAJC5B	ENSG00000147570	DNAJC5B
ENSCSAG00000014245	LIX1	ENSG00000145721	LIX1
ENSCSAG00000014244	ARMT1	ENSG00000146476	ARMT1
ENSCSAG00000014243	CYP1A1	ENSG00000140465	CYP1A1
ENSCSAG00000014242	PABPC1L	ENSG00000101104	PABPC1L
ENSCSAG00000014241	LRRC9	ENSG00000131951	LRRC9
ENSCSAG00000014240			
ENSCSAG00000014239	EDC3	ENSG00000179151	EDC3
ENSCSAG00000014238	CCDC170	ENSG00000120262	CCDC170
ENSCSAG00000014237	TRIM55	ENSG00000147573	TRIM55
ENSCSAG00000014236	ESR1	ENSG00000091831	ESR1
ENSCSAG00000014235	CYB5R1	ENSG00000159348	CYB5R1
ENSCSAG00000014234	CLK3	ENSG00000179335	CLK3
ENSCSAG00000014233	RIOK2	ENSG00000058729	RIOK2
ENSCSAG00000014232	GK	ENSG00000198814	GK
ENSCSAG00000014231	RBM45	ENSG00000155636	RBM45
ENSCSAG00000014230	SKAP2	ENSG00000005020	SKAP2
ENSCSAG00000014229		ENSG00000285655	
ENSCSAG00000014229		ENSG00000147576	ADHFE1
ENSCSAG00000014229		ENSG00000285791	
ENSCSAG00000014228	ADIPOR1	ENSG00000159346	ADIPOR1
ENSCSAG00000014227	NXN	ENSG00000167693	NXN
ENSCSAG00000014226	ARID3B	ENSG00000179361	ARID3B
ENSCSAG00000014225	GLE1	ENSG00000119392	GLE1
ENSCSAG00000014224	HYAL3	ENSG00000186792	HYAL3
ENSCSAG00000014223	KLHL12	ENSG00000117153	KLHL12
ENSCSAG00000014222	VXN	ENSG00000169085	VXN
ENSCSAG00000014221	OSBPL6	ENSG00000079156	OSBPL6
ENSCSAG00000014220	HYAL1	ENSG00000114378	HYAL1
ENSCSAG00000014219		ENSG00000138629	UBL7
ENSCSAG00000014218	RABIF	ENSG00000183155	RABIF
ENSCSAG00000014217	ODF2	ENSG00000136811	ODF2
ENSCSAG00000014216	HYAL2	ENSG00000068001	HYAL2
ENSCSAG00000014215	SEMA7A	ENSG00000138623	SEMA7A
ENSCSAG00000014214	TUSC2	ENSG00000114383	TUSC2
ENSCSAG00000014213	PCNX4	ENSG00000126773	PCNX4
ENSCSAG00000014212	PJVK	ENSG00000204311	PJVK
ENSCSAG00000014211		ENSG00000288683	
ENSCSAG00000014211		ENSG00000215193	PEX26
ENSCSAG00000014210	CERCAM	ENSG00000167123	CERCAM
ENSCSAG00000014209	YWHAB	ENSG00000166913	YWHAB
ENSCSAG00000014208			
ENSCSAG00000014207	RASSF1	ENSG00000068028	RASSF1
ENSCSAG00000014206			
ENSCSAG00000014205	CYP11A1	ENSG00000140459	CYP11A1
ENSCSAG00000014204	DHRS7	ENSG00000100612	DHRS7
ENSCSAG00000014203	TIMM22	ENSG00000177370	TIMM22
ENSCSAG00000014202	RIMS4	ENSG00000101098	RIMS4
ENSCSAG00000014201	PPP4R3B	ENSG00000275052	PPP4R3B
ENSCSAG00000014200	URM1	ENSG00000167118	URM1
ENSCSAG00000014199	ZMYND10	ENSG00000004838	ZMYND10
ENSCSAG00000014198	PPM1A	ENSG00000100614	PPM1A
ENSCSAG00000014197	KCNK15	ENSG00000124249	KCNK15
ENSCSAG00000014196	PLCD1	ENSG00000187091	PLCD1
ENSCSAG00000014195	MYBL1	ENSG00000185697	MYBL1
ENSCSAG00000014194	FKBP7	ENSG00000079150	FKBP7
ENSCSAG00000014193			
ENSCSAG00000014192	CCN5	ENSG00000064205	CCN5
ENSCSAG00000014191	NPRL2	ENSG00000114388	NPRL2
ENSCSAG00000014190	SNX10	ENSG00000086300	SNX10
ENSCSAG00000014189	C14orf39	ENSG00000179008	C14orf39
ENSCSAG00000014188		ENSG00000196839	ADA
ENSCSAG00000014187	VILL	ENSG00000136059	VILL
ENSCSAG00000014186	CYB561D2	ENSG00000114395	CYB561D2
ENSCSAG00000014185	CBX3	ENSG00000122565	CBX3
ENSCSAG00000014184	SLC27A4	ENSG00000167114	SLC27A4
ENSCSAG00000014183	TMEM115	ENSG00000126062	TMEM115
ENSCSAG00000014182	PLEKHA3	ENSG00000116095	PLEKHA3
ENSCSAG00000014181	CCDC33	ENSG00000140481	CCDC33
ENSCSAG00000014180	PKIG	ENSG00000168734	PKIG
ENSCSAG00000014179	CTDSPL	ENSG00000144677	CTDSPL
ENSCSAG00000014178	SIX6	ENSG00000184302	SIX6
ENSCSAG00000014177	CACNA2D2	ENSG00000007402	CACNA2D2
ENSCSAG00000014176	ITGA9	ENSG00000144668	ITGA9
ENSCSAG00000014175	HNRNPA2B1	ENSG00000122566	HNRNPA2B1
ENSCSAG00000014174	SIX1	ENSG00000126778	SIX1
ENSCSAG00000014173	ABR	ENSG00000159842	ABR
ENSCSAG00000014172	CFAP36	ENSG00000163001	CFAP36
ENSCSAG00000014171	SIX4	ENSG00000100625	SIX4
ENSCSAG00000014170			
ENSCSAG00000014169	SERINC3	ENSG00000132824	SERINC3
ENSCSAG00000014168	NFE2L3	ENSG00000050344	NFE2L3
ENSCSAG00000014167	TUBA8	ENSG00000183785	TUBA8
ENSCSAG00000014166		ENSG00000184979	USP18
ENSCSAG00000014166		ENSG00000161133	USP41
ENSCSAG00000014165	GOLGA4	ENSG00000144674	GOLGA4
ENSCSAG00000014164	MNAT1	ENSG00000020426	MNAT1
ENSCSAG00000014163	TAB3	ENSG00000157625	TAB3
ENSCSAG00000014162	CCDC88A	ENSG00000115355	CCDC88A
ENSCSAG00000014161	C3orf18	ENSG00000088543	C3orf18
ENSCSAG00000014160	NPVF	ENSG00000105954	NPVF
ENSCSAG00000014159	TRMT5	ENSG00000126814	TRMT5
ENSCSAG00000014158			
ENSCSAG00000014157	HEMK1	ENSG00000114735	HEMK1
ENSCSAG00000014156	LRRFIP2	ENSG00000093167	LRRFIP2
ENSCSAG00000014155	KDM5B	ENSG00000117139	KDM5B
ENSCSAG00000014154		ENSG00000198947	DMD
ENSCSAG00000014153	MTIF2	ENSG00000085760	MTIF2
ENSCSAG00000014152	CISH	ENSG00000114737	CISH
ENSCSAG00000014151	VCPIP1	ENSG00000175073	VCPIP1
ENSCSAG00000014150		ENSG00000114738	MAPKAPK3
ENSCSAG00000014149	C7orf31	ENSG00000153790	C7orf31
ENSCSAG00000014148		ENSG00000104205	SGK3
ENSCSAG00000014148		ENSG00000288602	C8orf44-SGK3
ENSCSAG00000014147		ENSG00000139974	SLC38A6
ENSCSAG00000014146	SYT2	ENSG00000143858	SYT2
ENSCSAG00000014145			
ENSCSAG00000014144	MLH1	ENSG00000076242	MLH1
ENSCSAG00000014143		ENSG00000143947	RPS27A
ENSCSAG00000014142	PPP1R12B	ENSG00000077157	PPP1R12B
ENSCSAG00000014141	STRA6	ENSG00000137868	STRA6
ENSCSAG00000014140		ENSG00000278817	
ENSCSAG00000014140		ENSG00000128185	DGCR6L
ENSCSAG00000014140		ENSG00000183628	DGCR6
ENSCSAG00000014139		ENSG00000167113	COQ4
ENSCSAG00000014138	TRANK1	ENSG00000168016	TRANK1
ENSCSAG00000014137	ISLR2	ENSG00000167178	ISLR2
ENSCSAG00000014136		ENSG00000277196	
ENSCSAG00000014136		ENSG00000100033	PRODH
ENSCSAG00000014135		ENSG00000114738	MAPKAPK3
ENSCSAG00000014134	UBE2T	ENSG00000077152	UBE2T
ENSCSAG00000014133	MCMDC2	ENSG00000178460	MCMDC2
ENSCSAG00000014132			
ENSCSAG00000014131			
ENSCSAG00000014130	LGR6	ENSG00000133067	LGR6
ENSCSAG00000014129	ZMYND11	ENSG00000015171	ZMYND11
ENSCSAG00000014128	TTPAL	ENSG00000124120	TTPAL
ENSCSAG00000014127	DCLK3	ENSG00000163673	DCLK3
ENSCSAG00000014126	CLHC1	ENSG00000162994	CLHC1
ENSCSAG00000014125	HRG	ENSG00000113905	HRG
ENSCSAG00000014124	HNF4A	ENSG00000101076	HNF4A
ENSCSAG00000014123			
ENSCSAG00000014122	OSBPL3	ENSG00000070882	OSBPL3
ENSCSAG00000014121			
ENSCSAG00000014120	DIP2C	ENSG00000151240	DIP2C
ENSCSAG00000014119	FETUB	ENSG00000090512	FETUB
ENSCSAG00000014118	PTPN7	ENSG00000143851	PTPN7
ENSCSAG00000014117	TRUB2	ENSG00000167112	TRUB2
ENSCSAG00000014116	R3HDML	ENSG00000101074	R3HDML
ENSCSAG00000014115	AHSG	ENSG00000145192	AHSG
ENSCSAG00000014114	GSDME	ENSG00000105928	GSDME
ENSCSAG00000014113		ENSG00000283149	
ENSCSAG00000014113		ENSG00000090520	DNAJB11
ENSCSAG00000014112	FITM2	ENSG00000197296	FITM2
ENSCSAG00000014111	TCF24	ENSG00000261787	TCF24
ENSCSAG00000014110		ENSG00000258989	
ENSCSAG00000014110		ENSG00000027075	PRKCH
ENSCSAG00000014109	LARP4B	ENSG00000107929	LARP4B
ENSCSAG00000014108	MPP6	ENSG00000105926	MPP6
ENSCSAG00000014107	GDAP1L1	ENSG00000124194	GDAP1L1
ENSCSAG00000014106	SLC27A6	ENSG00000113396	SLC27A6
ENSCSAG00000014105	BCR	ENSG00000186716	BCR
ENSCSAG00000014104			
ENSCSAG00000014103	PPP1R42	ENSG00000178125	PPP1R42
ENSCSAG00000014102	TBCCD1	ENSG00000113838	TBCCD1
ENSCSAG00000014101	SWI5	ENSG00000175854	SWI5
ENSCSAG00000014100			
ENSCSAG00000014099	PML	ENSG00000140464	PML
ENSCSAG00000014098	OSER1	ENSG00000132823	OSER1
ENSCSAG00000014097	GTPBP4	ENSG00000107937	GTPBP4
ENSCSAG00000014096	DOCK3	ENSG00000088538	DOCK3
ENSCSAG00000014095	ISOC1	ENSG00000066583	ISOC1
ENSCSAG00000014094	COPS5	ENSG00000121022	COPS5
ENSCSAG00000014093	ARL8A	ENSG00000143862	ARL8A
ENSCSAG00000014092	GOLGA2	ENSG00000167110	GOLGA2
ENSCSAG00000014091	JPH2	ENSG00000149596	JPH2
ENSCSAG00000014090	STOML1	ENSG00000067221	STOML1
ENSCSAG00000014089			
ENSCSAG00000014088	NPY	ENSG00000122585	NPY
ENSCSAG00000014087	CRYGS	ENSG00000213139	CRYGS
ENSCSAG00000014086	TMEM47	ENSG00000147027	TMEM47
ENSCSAG00000014085	GPR37L1	ENSG00000170075	GPR37L1
ENSCSAG00000014084	TRARG1	ENSG00000184811	TRARG1
ENSCSAG00000014083	TOX2	ENSG00000124191	TOX2
ENSCSAG00000014082	RAB36	ENSG00000100228	RAB36
ENSCSAG00000014081		ENSG00000148377	IDI2
ENSCSAG00000014080	LOXL1	ENSG00000129038	LOXL1
ENSCSAG00000014079			
ENSCSAG00000014078		ENSG00000115310	RTN4
ENSCSAG00000014077			
ENSCSAG00000014076	ELF3	ENSG00000163435	ELF3
ENSCSAG00000014075	STK31	ENSG00000196335	STK31
ENSCSAG00000014074	YWHAE	ENSG00000108953	YWHAE
ENSCSAG00000014073	IDI1	ENSG00000067064	IDI1
ENSCSAG00000014072	HIF1A	ENSG00000100644	HIF1A
ENSCSAG00000014071	DNM1	ENSG00000106976	DNM1
ENSCSAG00000014070	RSPH14	ENSG00000100218	RSPH14
ENSCSAG00000014069	MYBL2	ENSG00000101057	MYBL2
ENSCSAG00000014068	CRK	ENSG00000167193	CRK
ENSCSAG00000014067	RNPEP	ENSG00000176393	RNPEP
ENSCSAG00000014066	FAM221A	ENSG00000188732	FAM221A
ENSCSAG00000014065	DGKG	ENSG00000058866	DGKG
ENSCSAG00000014064	CD109	ENSG00000156535	CD109
ENSCSAG00000014063	WDR37	ENSG00000047056	WDR37
ENSCSAG00000014062	TBC1D21	ENSG00000167139	TBC1D21
ENSCSAG00000014061	SNAPC1	ENSG00000023608	SNAPC1
ENSCSAG00000014060	CIZ1	ENSG00000148337	CIZ1
ENSCSAG00000014059		ENSG00000165164	CFAP47
ENSCSAG00000014058	MYO1C	ENSG00000197879	MYO1C
ENSCSAG00000014057	CCDC126	ENSG00000169193	CCDC126
ENSCSAG00000014056	LMOD1	ENSG00000163431	LMOD1
ENSCSAG00000014055	IFT52	ENSG00000101052	IFT52
ENSCSAG00000014054	MANF	ENSG00000145050	MANF
ENSCSAG00000014053	ADAMTS19	ENSG00000145808	ADAMTS19
ENSCSAG00000014052			
ENSCSAG00000014051	TRA2A	ENSG00000164548	TRA2A
ENSCSAG00000014050	SLC17A5	ENSG00000119899	SLC17A5
ENSCSAG00000014049	CSPP1	ENSG00000104218	CSPP1
ENSCSAG00000014048			
ENSCSAG00000014047	SGK2	ENSG00000101049	SGK2
ENSCSAG00000014046	ETV5	ENSG00000244405	ETV5
ENSCSAG00000014045	DCAF1	ENSG00000145041	DCAF1
ENSCSAG00000014044	SHISA4	ENSG00000198892	SHISA4
ENSCSAG00000014043			
ENSCSAG00000014042	INPP5K	ENSG00000132376	INPP5K
ENSCSAG00000014041			
ENSCSAG00000014040	SYT16	ENSG00000139973	SYT16
ENSCSAG00000014039	LCN2	ENSG00000148346	LCN2
ENSCSAG00000014038	INSYN1	ENSG00000205363	INSYN1
ENSCSAG00000014037	ADARB2	ENSG00000185736	ADARB2
ENSCSAG00000014036	OTC	ENSG00000036473	OTC
ENSCSAG00000014035		ENSG00000277611	
ENSCSAG00000014034	TRA2B	ENSG00000136527	TRA2B
ENSCSAG00000014033	MTO1	ENSG00000135297	MTO1
ENSCSAG00000014032			
ENSCSAG00000014031	IPO9	ENSG00000198700	IPO9
ENSCSAG00000014030			
ENSCSAG00000014029		ENSG00000103855	CD276
ENSCSAG00000014028	SYNE1	ENSG00000131018	SYNE1
ENSCSAG00000014027	RAD54L2	ENSG00000164080	RAD54L2
ENSCSAG00000014026	TSPAN7	ENSG00000156298	TSPAN7
ENSCSAG00000014025	SLC43A2	ENSG00000167703	SLC43A2
ENSCSAG00000014024	GNAZ	ENSG00000128266	GNAZ
ENSCSAG00000014023	IGF2BP3	ENSG00000136231	IGF2BP3
ENSCSAG00000014022	SRSF6	ENSG00000124193	SRSF6
ENSCSAG00000014021	NPTN	ENSG00000156642	NPTN
ENSCSAG00000014020	CGAS	ENSG00000164430	CGAS
ENSCSAG00000014019	IGF2BP2	ENSG00000073792	IGF2BP2
ENSCSAG00000014018		ENSG00000140015	KCNH5
ENSCSAG00000014017	PTGES2	ENSG00000148334	PTGES2
ENSCSAG00000014016		ENSG00000211685	IGLC7
ENSCSAG00000014016		ENSG00000211677	IGLC2
ENSCSAG00000014016		ENSG00000211675	IGLC1
ENSCSAG00000014016		ENSG00000254709	IGLL5
ENSCSAG00000014016		ENSG00000211679	IGLC3
ENSCSAG00000014015	NAV1	ENSG00000134369	NAV1
ENSCSAG00000014014	PTPRT	ENSG00000196090	PTPRT
ENSCSAG00000014013	RHOJ	ENSG00000126785	RHOJ
ENSCSAG00000014012	REC114	ENSG00000183324	REC114
ENSCSAG00000014011		ENSG00000211685	IGLC7
ENSCSAG00000014011		ENSG00000211677	IGLC2
ENSCSAG00000014011		ENSG00000211675	IGLC1
ENSCSAG00000014011		ENSG00000254709	IGLL5
ENSCSAG00000014011		ENSG00000211679	IGLC3
ENSCSAG00000014010	BCOR	ENSG00000183337	BCOR
ENSCSAG00000014009		ENSG00000211685	IGLC7
ENSCSAG00000014009		ENSG00000211677	IGLC2
ENSCSAG00000014009		ENSG00000211675	IGLC1
ENSCSAG00000014009		ENSG00000254709	IGLL5
ENSCSAG00000014009		ENSG00000211679	IGLC3
ENSCSAG00000014008			
ENSCSAG00000014007	MINAR2	ENSG00000186367	MINAR2
ENSCSAG00000014006	CSRP1	ENSG00000159176	CSRP1
ENSCSAG00000014005	SCARF1	ENSG00000074660	SCARF1
ENSCSAG00000014004	LIPH	ENSG00000163898	LIPH
ENSCSAG00000014003	EML6	ENSG00000214595	EML6
ENSCSAG00000014002	TEX264	ENSG00000164081	TEX264
ENSCSAG00000014001	ATP6AP2	ENSG00000182220	ATP6AP2
ENSCSAG00000014000			
ENSCSAG00000013999	DDX43	ENSG00000080007	DDX43
ENSCSAG00000013998	TNNI1	ENSG00000159173	TNNI1
ENSCSAG00000013997	CHD6	ENSG00000124177	CHD6
ENSCSAG00000013996	LYRM7	ENSG00000186687	LYRM7
ENSCSAG00000013995	HCN4	ENSG00000138622	HCN4
ENSCSAG00000013994	CXorf38	ENSG00000185753	CXorf38
ENSCSAG00000013993	TMEM41A	ENSG00000163900	TMEM41A
ENSCSAG00000013992	SLC25A25	ENSG00000148339	SLC25A25
ENSCSAG00000013991	PFKP	ENSG00000067057	PFKP
ENSCSAG00000013990	CDC42SE2	ENSG00000158985	CDC42SE2
ENSCSAG00000013989	NAIF1	ENSG00000171169	NAIF1
ENSCSAG00000013988	MAP3K13	ENSG00000073803	MAP3K13
ENSCSAG00000013987	MED14	ENSG00000180182	MED14
ENSCSAG00000013986	LAD1	ENSG00000159166	LAD1
ENSCSAG00000013985		ENSG00000158987	RAPGEF6
ENSCSAG00000013985		ENSG00000273217	
ENSCSAG00000013984	ARFGEF1	ENSG00000066777	ARFGEF1
ENSCSAG00000013983			
ENSCSAG00000013982	PPP2R5E	ENSG00000154001	PPP2R5E
ENSCSAG00000013981	PITRM1	ENSG00000107959	PITRM1
ENSCSAG00000013980	FAM102A	ENSG00000167106	FAM102A
ENSCSAG00000013979	EMILIN3	ENSG00000183798	EMILIN3
ENSCSAG00000013978	EHHADH	ENSG00000113790	EHHADH
ENSCSAG00000013977	IGLV4-3	ENSG00000211672	IGLV4-3
ENSCSAG00000013976	GRM2	ENSG00000164082	GRM2
ENSCSAG00000013975		ENSG00000278196	IGLV2-8
ENSCSAG00000013974	C3orf70	ENSG00000187068	C3orf70
ENSCSAG00000013973	LPIN3	ENSG00000132793	LPIN3
ENSCSAG00000013972	DPM2	ENSG00000136908	DPM2
ENSCSAG00000013971	IGLV3-9	ENSG00000211670	IGLV3-9
ENSCSAG00000013970	FNIP1	ENSG00000217128	FNIP1
ENSCSAG00000013969	MALSU1	ENSG00000156928	MALSU1
ENSCSAG00000013968	USP9X	ENSG00000124486	USP9X
ENSCSAG00000013967		ENSG00000285749	
ENSCSAG00000013967		ENSG00000229972	IQCF3
ENSCSAG00000013966	IGLV3-10	ENSG00000211669	IGLV3-10
ENSCSAG00000013965	GPNMB	ENSG00000136235	GPNMB
ENSCSAG00000013964			
ENSCSAG00000013963	CPA6	ENSG00000165078	CPA6
ENSCSAG00000013962	VPS8	ENSG00000156931	VPS8
ENSCSAG00000013961	ZHX3	ENSG00000174306	ZHX3
ENSCSAG00000013960		ENSG00000278196	IGLV2-8
ENSCSAG00000013959			
