logFC logCPM LR PValue FDR
TACC3 -1.16816919132378 6.27242997645709 59.111770301018 1.48965521811784e-14 2.49568032735355e-13
DCXR -1.16816035701018 4.65418775790839 44.3577584591471 2.73525837355322e-11 3.12846502725331e-10
COL4A2 1.168067248311 0.370190679861987 13.0224182018114 0.00030778411391894 0.000984521846714458
SNAI1 1.1672526968672 0.167020024174812 10.2888426992566 0.00133837005054149 0.00364791822058294
DMBX1 -1.16689184590536 1.09231255727549 18.3727054869533 1.81641405157532e-05 7.64034018898001e-05
CPAMD8 1.16670494016789 1.55068392173724 25.7674090394266 3.85137278932221e-07 2.30254618949624e-06
PLIN5 -1.16661016519783 0.714799024434926 15.4366821245144 8.53160390800083e-05 0.000310112022721046
CHTF18 -1.16657107896356 5.57667326465413 28.5868777451803 8.9587245299692e-08 6.02273031214482e-07
PSG4 1.16652756944952 3.15494241480136 35.2486511209241 2.90183012201994e-09 2.50185271865146e-08
LINC00085 -1.16640027025938 1.4213734106526 18.9293360245908 1.35650592984336e-05 5.85278516935344e-05
PSMD6-AS2 1.16606795090198 -0.0299948090414268 11.3102790792602 0.000770791862496648 0.00223169372128595
BMF 1.16601967114885 2.85809207814937 39.3050720726833 3.62498457265302e-10 3.59160937867093e-09
SHROOM2 1.16561517248308 4.78334910978906 57.9424150013438 2.69904259877699e-14 4.38268322978704e-13
DHRS1 -1.16540979347675 2.78018103931815 39.1972549065783 3.83078450323594e-10 3.78533886938388e-09
OTUD4 1.16478590144002 5.07027672479345 48.8073635396723 2.82377662781509e-12 3.70382018006031e-11
AK123459 1.1639188133003 0.286019637730458 12.3416663066408 0.000442959459153884 0.00137254125815589
LOC730102 -1.16333759631766 3.08154082958188 39.4877696453206 3.3012050990391e-10 3.29071445403201e-09
MKI67 -1.16304764342846 6.53991907522996 63.3832568694282 1.7015818885748e-15 3.1202017143356e-14
ROMO1 -1.16271902339249 6.69211654989559 31.7472677610158 1.75596115510236e-08 1.34200083416275e-07
JMJD8 -1.16239187169607 6.28038105333105 66.1514239937477 4.17577865299727e-16 8.18663626078972e-15
H1F0 1.1617261978413 7.29807802098026 97.9517207396362 4.28708608670796e-23 1.44632746398937e-21
CDKN2B 1.16061031207331 5.37088667493299 59.8264490553026 1.03601678974478e-14 1.76170652032379e-13
CAPN6 -1.16051764041232 0.0757188732386743 10.7094701894968 0.00106588546890053 0.002981849993928
PMVK -1.16010742178678 5.34240428597111 50.1543933943001 1.4211259857594e-12 1.93102860903694e-11
RAD54L -1.16002382656007 3.77267114397664 39.5595467288946 3.18207033476939e-10 3.17625341540319e-09
TELO2 -1.15979679713699 4.97382803023248 50.2452244478586 1.35684504322139e-12 1.84708831691717e-11
ZNF433 1.15962417331524 0.795388240143578 17.0833404652678 3.577474954317e-05 0.000140910267837284
CACNA1D -1.15945579512456 2.3048113798379 23.4693300253918 1.26921036783859e-06 6.78215601777613e-06
IFI6 1.15934642539767 8.42916565863401 42.3285804491338 7.71567437164391e-11 8.30307936212745e-10
PGBD4 1.15825918624551 0.901936295188998 18.3351817421942 1.85254259448701e-05 7.77677547566118e-05
ATXN7L1 1.15820013307073 2.05356417369203 25.719881507596 3.94739458464248e-07 2.34852455049976e-06
SLC22A15 1.15806088894416 1.94794079434931 30.2679281621561 3.76296871979358e-08 2.69307999203479e-07
LOC439994 -1.15702277432027 1.53466324141592 12.5950359361055 0.000386772617337467 0.00121400653553465
ARHGEF39 -1.15702203325879 3.17689264695453 47.3800953527256 5.84734374709957e-12 7.41250119204548e-11
TMEM129 -1.15661614546623 5.07164476471798 43.9348237383559 3.39494513557594e-11 3.83537748151694e-10
TMEM147 -1.15653503876333 6.48438906863605 52.7961304321306 3.70029555036041e-13 5.38002537465124e-12
MBLAC1 -1.15650456601706 0.246282693233291 11.6604905260339 0.00063841505336061 0.0018884737423145
APITD1 -1.15638568232484 2.93360366229576 30.8644689510413 2.7669147844481e-08 2.03685155211366e-07
ZNF224 1.15622125647942 3.85883831570754 49.8550375254571 1.65534836584753e-12 2.22063702981712e-11
TIMM21 -1.15580001405842 4.65250266329021 67.4190273650547 2.19520127562305e-16 4.43340443924803e-15
PTPRH 1.1557972602802 5.97296186795681 80.324550246366 3.17697258668718e-19 8.06163629010827e-18
CARS 1.15577301779351 6.16221412690774 89.4014324347255 3.22303128660969e-21 9.6383671923908e-20
BC068609 -1.15559325646379 0.263254490146049 12.1043833690733 0.000503034292265263 0.0015322798700138
INTS6 1.15548285661118 4.03105501712086 41.3667638712046 1.26184671437903e-10 1.31102227696195e-09
C1orf122 -1.15540295334601 5.38701237167454 38.6765219395025 5.00189538208173e-10 4.86431026504162e-09
SMCHD1 1.15514317744099 5.89383083386671 25.6302363600224 4.13508939762905e-07 2.44932193608859e-06
IPO4 -1.15441412035823 5.19782861629316 64.6912781641294 8.76017664015082e-16 1.65578569494543e-14
ATAD2B 1.15416920943936 3.04665944971137 26.0926159863793 3.25426160714549e-07 1.97845686078952e-06
LOC100133331 1.15339289714755 2.64274302656962 20.6241211116895 5.58875202169013e-06 2.62320824755739e-05
SERPINB1 1.15297554024994 7.31123599923216 78.677515989175 7.31230983238938e-19 1.79975599096689e-17
HSD17B7 -1.15294966485942 4.86251853736243 63.5187253679804 1.58849631172951e-15 2.94581146211675e-14
SYNGR1 -1.15253363502684 3.3384771382583 44.1176647502789 3.09217800399546e-11 3.50946730661317e-10
CA12 -1.15202926480423 4.17729330083762 53.7492266393329 2.27783851071157e-13 3.40589991515422e-12
ST6GALNAC3 1.15200391307953 0.900575093402339 17.2460584763697 3.28378072899209e-05 0.000130457502795824
PLXNC1 1.15197251038376 1.57532236113922 22.1119741259232 2.57200412616926e-06 1.29948789691958e-05
ALOXE3 1.15162860437213 -0.0846667816499826 10.4009096382985 0.00125953252217448 0.00345089908463453
PARD6G -1.15137973837301 0.95626179905228 17.3921204934246 3.04083965174253e-05 0.000121790543291606
NFE2L3 1.15105096093232 8.25097553612121 72.7407268739569 1.4785130100439e-17 3.31776519133594e-16
FLVCR1-AS1 -1.15040140540453 1.71097410249162 24.6736964454851 6.79046538304323e-07 3.85193655799178e-06
PCDH7 1.15007810573113 0.117417401668122 12.0357968849707 0.000521885180815717 0.00157958390900557
MIR600HG -1.15005706597828 1.47167174826396 20.7494454756394 5.23467349120027e-06 2.47355100258864e-05
PADI1 1.14973914588955 2.02522399234899 24.906053019411 6.01931323706673e-07 3.4624555229838e-06
BLOC1S1 -1.14956270500649 5.30744547252128 52.56427895859 4.16394286179989e-13 6.03628413092584e-12
PRR7 -1.149462712212 4.60898483265711 15.5781939241941 7.9162305147025e-05 0.000289241602176602
ERCC6L -1.14883080648522 4.10299676635527 27.7999906046944 1.34526765039159e-07 8.78356110262323e-07
NCCRP1 1.14882148059437 1.81705024759526 23.7441588468854 1.10028794955873e-06 5.94358866241001e-06
MAP3K13 1.14877429855471 6.82253549954178 65.2163765486624 6.71095054301441e-16 1.28160030901116e-14
SARS2 -1.14870817597602 4.11674665617581 36.6089632747587 1.44366371531341e-09 1.29780086310156e-08
ZNF562 1.14851997000016 4.34776187224654 37.644648105786 8.4879239218667e-10 7.9401943134569e-09
GSDMA 1.14848667674915 0.287877413362849 12.5058247906867 0.000405685205803073 0.00126743314031674
NR3C1 1.14799204202257 5.76424935758952 67.043797617377 2.6554171639483e-16 5.31191523040567e-15
CLIC4 1.14795767438203 6.09475562598966 29.3255684168847 6.11830517466353e-08 4.21702539457992e-07
TET3 1.14766541963194 4.70038112682723 34.2999403612036 4.72396246245098e-09 3.94815071337385e-08
CIDEC -1.14703060506721 0.0865458563397515 10.7751183848482 0.00102873635988975 0.00288888764835326
KIF18B -1.14654185219818 5.47249803046252 66.0561118130807 4.38266742192484e-16 8.55381566161924e-15
HIST1H3D 1.14652100557703 0.240991324617083 10.4646385744768 0.00121681351785483 0.00335129491756656
PHOSPHO2-KLHL23 -1.14583485225438 1.43771507911952 1.64897933359408 0.1990979061851 0.279979056742362
TYMS -1.14545960929351 6.17345898383916 72.5888488415251 1.59678777785309e-17 3.57772677946628e-16
NOC4L -1.14529645624122 5.32362306579708 30.559693517716 3.23750243035113e-08 2.35241490047643e-07
CDKN2A -1.14525383909954 7.73836543857981 37.2974070406187 1.01419360709581e-09 9.35100459625615e-09
AURKA -1.14522962633111 5.69095442329312 75.1557789389631 4.35001663426612e-18 1.01635967098234e-16
FEN1 -1.14489635669017 6.8139345014627 71.4546067638767 2.83710623528476e-17 6.19666032989677e-16
AX746989 1.1442388949641 0.868271726463261 16.4529227698279 4.98732312265412e-05 0.000190487318127693
ENKD1 -1.14388745523069 4.09316903916606 28.809398193673 7.98626383821931e-08 5.40098567737923e-07
SOX4 1.14346648193049 7.76683911224928 64.20471097216 1.12140291279371e-15 2.10341515818292e-14
FAM203A -1.14346409209688 5.15594001878301 37.1359420017776 1.10174158594625e-09 1.00762879662565e-08
AX747517 1.1431675193448 3.76993666711404 20.3235277410586 6.53915331576053e-06 3.02499960258103e-05
PTBP2 1.14304059034985 3.28098319620524 27.2723348807276 1.76721904410826e-07 1.1308207624691e-06
CD2AP 1.14232529857125 6.82408623639304 24.114403567006 9.07787504601675e-07 5.01255100387359e-06
FAM175A 1.14173594465463 2.39507996731257 27.9562739296786 1.24087973921168e-07 8.15873047871022e-07
NME5 -1.14149551546235 0.82050416938334 16.4825543825409 4.90997872269132e-05 0.000187873906848269
TSTA3 -1.1410228196138 6.56032473643051 48.2950796727787 3.66671105662345e-12 4.74612125617205e-11
TP53INP2 1.1403079953408 3.02408119648303 25.9088285994838 3.57928392348083e-07 2.15561204591005e-06
ENTPD3 -1.14001157773244 1.69421138760925 24.7128851910293 6.65378395263358e-07 3.7860569978262e-06
CEACAM1 1.13999036105637 6.93383581710714 73.4480896090705 1.03317947551378e-17 2.33622162691713e-16
ZNF177 1.13989544879627 -0.0725388004937503 10.4545414660557 0.00122348280171127 0.00336714708710644
MALL -1.13979756652097 6.15808559602549 70.7405781036911 4.07425620361695e-17 8.79454746851021e-16
CCSER2 1.1381689751838 4.27196735684382 29.8753751063427 4.60727331375284e-08 3.24534307045667e-07
KIAA1033 1.13723967452163 5.55730352600038 20.9191682280549 4.79076641349252e-06 2.28207655037545e-05
AGPAT9 1.13706300413779 2.20630268893821 30.4781329478889 3.37651054135804e-08 2.43541560231123e-07
ANGPTL6 -1.13680413427344 0.308799665077312 11.9379125459435 0.000550030728854614 0.00165390639108782
PRKD2 1.13679677604419 6.54843019676885 55.115165895366 1.13670437497548e-13 1.75114238247268e-12
PASK -1.13672701512665 4.34075885354162 60.5966257687354 7.00539867344634e-15 1.21649696869987e-13
RTN4RL2 1.13587978477648 1.59867871521683 16.6496090178439 4.49595747943986e-05 0.000173381901960193
IRF2 1.13564312342917 4.90434545037921 69.1476829350414 9.13596348327998e-17 1.91868247341876e-15
KATNB1 -1.135601250322 4.55097351632757 45.0412257788583 1.92929766219636e-11 2.25743138363182e-10
HSPA8 -1.13483974302377 10.1936659071223 93.5424493411666 3.97581481219653e-22 1.26054704895083e-20
NDUFS7 -1.13395053752294 5.26235352498022 33.1560735530501 8.50503018485255e-09 6.82950217948155e-08
ZNF426 1.13388934639222 1.5866941131506 20.532871793696 5.86159371751203e-06 2.73646219687397e-05
ITSN2 1.13382706079085 5.14538144780734 35.3308792930581 2.78186263431524e-09 2.40122955607199e-08
ANKRD36B 1.13382645990302 1.34436557583072 20.6513880167975 5.50972293900917e-06 2.58858652931205e-05
MGEA5 1.13359484993804 6.25092816479685 65.3964870162798 6.12479766011774e-16 1.17882365408767e-14
RERGL -1.13353665164299 0.971413999927014 16.5640809903364 4.70334461809952e-05 0.000180717773533076
DDX59 1.13331598176079 4.45731794665514 51.9642798214826 5.65195178914067e-13 8.01989655700682e-12
C9orf169 -1.13320754802951 1.52925258939282 13.3396315950759 0.000259855394291208 0.000846640459234315
KIAA1551 1.13307802566675 5.36191962158116 42.9516994511472 5.6108140946545e-11 6.15020313735994e-10
CTSO 1.13298324004601 4.14316431930544 38.8763119171764 4.51526613206318e-10 4.41436131200315e-09
FEZF1-AS1 1.13247200072833 0.0595950757294974 11.0375335298704 0.000892855719581931 0.00254610674541517
COL9A2 1.13211875349055 3.03029205297755 33.7301798377074 6.33108125908659e-09 5.18550727792853e-08
SYCE1L -1.13210522202163 0.893648735134165 15.1332235400028 0.000100184583700265 0.000357718895009204
SLC25A45 1.13195732200478 0.2974902436687 9.62361524861267 0.00192091228828035 0.00502662581933214
MLEC -1.13159248831913 8.19311530046375 91.5209631577339 1.10416242563495e-21 3.41271837340379e-20
TCTEX1D2 -1.13128281964293 3.17748632130401 35.9594934003784 2.01462408694003e-09 1.77641165752135e-08
ZNF185 1.13098682992726 5.57009748993715 66.3676190241767 3.74199089047393e-16 7.39343263855927e-15
PSMB8 1.13081806164245 7.36765089620002 68.0205713179851 1.6179869187873e-16 3.31305293662239e-15
TMEM223 -1.12990247685379 4.1096961998742 34.435718503575 4.40563581117645e-09 3.70309514048885e-08
ZNF492 1.12968181676596 0.0843065357319577 10.5483077048602 0.00116294515861962 0.00322219516510602
TRIM16 1.12940699879039 5.83803869208412 63.4830184809257 1.61755252595117e-15 2.98989826722208e-14
SLC25A51 1.12930997612976 1.77018760939476 25.4581755747428 4.52077811698457e-07 2.66492730022805e-06
TMCC1 1.12928334453328 5.62375376953747 67.2328367580518 2.4126204464455e-16 4.85255978744148e-15
AL137655 1.12902625135994 2.90612245190856 21.5728945784424 3.40631986271841e-06 1.67733379211949e-05
CES3 1.12813068173005 2.40779381416826 35.1241387310353 3.09342370566999e-09 2.65461849200772e-08
MORN2 -1.12627126090443 3.22478731634428 26.4514990511984 2.70238681381747e-07 1.67119499983687e-06
C11orf83 -1.12597990013643 4.72435419278283 30.9863500303285 2.59849502659498e-08 1.92413923541385e-07
YARS 1.12488881203307 7.33398896286394 77.1557628671652 1.57992960013284e-18 3.77518672524448e-17
BTN2A2 1.12483011452956 5.14451306078416 72.7459948482474 1.47457173219932e-17 3.31396509875222e-16
COPRS -1.12456333869373 4.7856658544344 31.1172063388 2.42908612562881e-08 1.80686260091552e-07
ZNF320 1.12451912113244 2.90605544325824 26.2669200881752 2.97338283729534e-07 1.82348515683216e-06
LOC100190986 1.12418225938598 1.43917857630329 17.4418301458025 2.96234702547923e-05 0.000119067290612433
ZNF518A 1.12389182235598 3.81078134557827 27.2239734122395 1.81197912964155e-07 1.15745269966661e-06
PDXP -1.12359817211362 4.56004537092945 36.7316635159031 1.35559680383938e-09 1.22310671230135e-08
ZNF430 1.12336694532972 1.90906037215231 17.5417837941732 2.81062642158238e-05 0.000113619592359169
ANKRD39 -1.12269077996548 2.35986847928136 28.2582554626061 1.06160893775606e-07 7.05013539159348e-07
BCKDHB -1.12238617722796 3.75849990331943 38.2837921531733 6.11685910988388e-10 5.84830440058483e-09
ZNF429 1.12237238192498 -0.0252817822147306 9.90450670717609 0.00164874516763347 0.00438762635494951
METRN -1.12177698847775 5.20250865278884 24.2266303322178 8.56399180228658e-07 4.75193568464852e-06
CAB39 1.12154617935499 7.28001568875861 50.287757939974 1.32775258188665e-12 1.81082852125392e-11
LYST 1.12149866882795 3.61068766995603 47.0979548307221 6.75261116097802e-12 8.46545462128392e-11
ABTB2 1.12116068214408 6.11190581544373 60.5835353153089 7.05213945538088e-15 1.22317284694918e-13
TMTC1 1.12112951381024 -0.769903784966244 6.36919161605205 0.0116118480655238 0.024514775202825
BOP1 -1.12092412131882 6.53990650751093 39.4524539269807 3.36145051351978e-10 3.34398548723496e-09
MRPL12 -1.12071609649833 6.37848025501384 43.5908237052592 4.04732410953101e-11 4.52729130097236e-10
MRPS26 -1.12023525257267 4.63219585204599 25.8041081272103 3.77883310860916e-07 2.26284876199126e-06
GPT2 1.1202285216014 6.40398810751692 63.7938816896042 1.38141941931718e-15 2.57474924133921e-14
HSPE1 -1.11992751898756 8.75583644103238 69.3936977350775 8.06459442680121e-17 1.69609580077504e-15
CACNG8 1.11989944043159 3.495044833078 33.6931665518466 6.45269630628514e-09 5.27632288649816e-08
DUS3L -1.11987616264337 2.93643771144068 33.3069478991149 7.87009556597947e-09 6.34383919788056e-08
DNPH1 -1.11964153858836 5.96221229866724 28.9942173149478 7.25946802931462e-08 4.94576419390876e-07
MTRNR2L2 1.11953110181774 10.9224845523855 53.9384449568229 2.06870048509964e-13 3.1248823003918e-12
AX747619 1.11922735708752 2.93722748988312 25.7455380353705 3.89526533430626e-07 2.32356468599903e-06
CYB561 -1.119168184388 5.74056259446844 72.7528479552737 1.46946024957798e-17 3.30751945946994e-16
AK128346 1.11903005226878 1.3464457176009 5.87548127295287 0.0153531754464432 0.0313015883845198
ATP5G3 -1.11895087484808 7.6642632402376 73.9219703261351 8.12667566438602e-18 1.86042825031123e-16
KL -1.11850166861224 -0.0124448833801945 9.15753117693002 0.00247696519183972 0.00626701524340021
NLGN3 1.11847249596076 -0.23054096647603 9.06961305577601 0.00259892058504236 0.00653966311406034
LOC731275 1.11821078894361 1.85279588130778 23.6718834678798 1.14239425715725e-06 6.15806893355368e-06
C19orf66 1.11817357340271 5.44303899675583 47.5933891394995 5.24450417346519e-12 6.67124460995662e-11
SCD -1.1177445140007 8.72609864204285 70.2407133258588 5.24918114735955e-17 1.12043576324705e-15
LCOR 1.11769755855062 4.42854698719639 21.6159794443991 3.33065387919626e-06 1.64391798262439e-05
RPUSD1 -1.11760308048466 5.54938391508485 37.1560609638082 1.09043296101271e-09 9.99145627359255e-09
TBXA2R 1.11748762419822 1.30311608089575 19.9154898638376 8.09418551105239e-06 3.66725805130441e-05
AX748249 1.11742285324821 0.398405959960699 12.3862070342871 0.000432516950232224 0.00134187655666534
ZNF280D 1.11739376358378 4.33749145860035 33.3255754694381 7.79507065137256e-09 6.29024228862538e-08
TCF4 1.11723568235462 -0.840539310949087 6.08548389677051 0.0136297030982248 0.0281432370836314
KIF2C -1.11652872143939 6.07842429999867 69.0460809521056 9.61894869394106e-17 2.00867082995429e-15
NAT14 -1.11640154959288 5.07112710908552 37.4105092001975 9.5705037560419e-10 8.86293573337473e-09
FTSJD2 1.11634220958871 6.23310316016061 62.5254263567719 2.63026813645372e-15 4.74059207038351e-14
NUDCD1 1.11616339975621 5.46955164852161 49.823506667937 1.6821649995091e-12 2.25251213331178e-11
GTPBP1 1.116058970045 6.19768713922942 59.9000928320079 9.97967447644246e-15 1.70289746303462e-13
AMN1 1.1156147715298 4.07990164131485 46.4588051021735 9.35649649228461e-12 1.15433328691006e-10
BTNL9 -1.11551890841761 0.455792608102508 11.2541555986998 0.00079444954373241 0.00229370333087796
HES1 1.1153237319198 6.65098560461483 71.4700818430329 2.8149419091273e-17 6.15737219084032e-16
TP53BP2 1.11522254470319 6.52741917877407 68.8918329515203 1.04014676823845e-16 2.1690076102036e-15
MRP63 -1.11517280615408 4.90546646368575 38.448893615588 5.62064367623039e-10 5.40542398686658e-09
GJB4 1.11479710277229 3.36307261220506 47.3175081684212 6.03705706145292e-12 7.62676368954588e-11
IL20RA -1.11467895555008 0.664415791245163 10.9514127096763 0.000935322760146944 0.00265437217571634
BSN 1.11462378370996 0.335219283342714 12.2477430065781 0.000465821255695716 0.00143194386420391
RABEP2 -1.11457845922386 4.08517542666872 45.7742295359367 1.32697817115625e-11 1.59572913355273e-10
ZNF419 1.11449982660693 3.64230628071144 44.7811263255776 2.20336318856752e-11 2.55780972354732e-10
ISYNA1 -1.11374845098997 6.07587100592921 42.2711999232821 7.94540354374780e-11 8.53783414325611e-10
MCTP1 1.11371938927058 3.56753489040908 40.6206870399965 1.84839375358115e-10 1.89020450749612e-09
ZNF543 1.11264547830719 2.63342196127072 35.6385573763563 2.37539067888496e-09 2.06731905423854e-08
SPATA2L -1.1126194172833 3.99055395510553 35.3912693528843 2.69693079197658e-09 2.33612518602296e-08
KMT2E 1.11236713885534 4.51818520492668 40.7777963577688 1.70560034709077e-10 1.74987236723446e-09
MBD3 -1.11188858330872 5.40723642591265 34.9898919813769 3.31421329557122e-09 2.8276300125351e-08
BPGM 1.11178640332933 5.70051642668594 49.4193522558081 2.06696547902939e-12 2.74533982498471e-11
GCSH -1.11172906195607 6.58265785823035 44.7536477962015 2.23450269088072e-11 2.58987996632504e-10
SLC43A1 1.11012526475479 2.75896990038098 37.5950015316099 8.70673110210378e-10 8.13455872232675e-09
MIPEP -1.10943285197942 4.25605804508193 53.6608486235315 2.38264368871833e-13 3.55899857170966e-12
SLC5A1 1.10895302830455 3.6580314218272 48.2200342088662 3.80975947752134e-12 4.92263663252384e-11
TOMM40 -1.1089527344836 6.89523079183246 63.4003896747258 1.6868464260558e-15 3.10089487024198e-14
GPR37 1.10887754731647 4.1813197518339 49.3793720330971 2.10952208090898e-12 2.79682410421233e-11
TMEM141 -1.10853689622625 5.50948157211779 52.4583616435211 4.39467865809736e-13 6.35203406434601e-12
PCDHB15 1.10848070717026 -0.304617236311493 8.52312083384057 0.00350662639899227 0.00855222382139669
MPC2 -1.10822708968249 6.63734417058113 52.3318076334755 4.68720698798282e-13 6.72867503640026e-12
GALNT16 -1.10748886438059 2.96527972538672 34.0080236661956 5.4885273696351e-09 4.54336659239361e-08
ZNF274 1.10736646422408 5.33391027668023 64.2534559477512 1.09399872782989e-15 2.05724786280562e-14
ZNF546 1.10698406960668 0.782917079261235 13.5603612561104 0.00023101263027138 0.000762439939129384
EMP2 -1.10653367994463 6.46309711187851 78.0183538513767 1.02087564078522e-18 2.47953370215758e-17
ERCC6 1.10641937006719 3.28158449613876 31.9409801187306 1.58928633612332e-08 1.22482218784454e-07
SF3B5 -1.10621878212688 5.98052876182746 45.8388806760197 1.28389822614383e-11 1.54644702189857e-10
RRM2 -1.10598160517781 7.21372263642571 73.5905911510909 9.61217791144811e-18 2.18691881093333e-16
GPR143 -1.10597513792703 3.12576410032292 30.1789944688195 3.93953237976641e-08 2.81125488261841e-07
DL490908 -1.10582022011969 3.84098726422281 24.4792036377161 7.5116253422625e-07 4.21881494937052e-06
ULK1 1.10522986814174 5.50810818556275 41.3115730422185 1.29798139429395e-10 1.34666711443178e-09
PRKAR1B -1.10501395103145 4.26913759700174 42.1111618769182 8.62296000233124e-11 9.17231596784773e-10
SMG1P1 1.10484812893788 3.41503545914739 19.8143426151378 8.5339906615968e-06 3.85231550287574e-05
PCBP3 1.10458509140849 -0.788109667107611 6.20237579241306 0.0127578952494866 0.0265663346981895
ZNF624 1.10387578228539 0.809648759924691 14.38123128596 0.000149282864334806 0.00051386347627552
NRIP1 1.10376447751833 5.82920924661092 25.7411672799768 3.90409686750859e-07 2.32651981073885e-06
ANKRD18B 1.10279162241446 1.74146144209693 22.4448393040609 2.16265774711621e-06 1.11055601413216e-05
YOD1 1.10273837848279 5.43710037427417 19.4048411171307 1.05738682595556e-05 4.67718391090995e-05
COL11A2 1.10267015296346 0.490852218191702 11.095352136793 0.000865443489684026 0.00247367843513214
SLC7A5P2 1.10261403970541 0.933386837429761 12.0771690817419 0.000510430433829381 0.00155128342320069
CDC25C -1.10222215711293 4.06928002545392 26.5549520323181 2.56147296302369e-07 1.5934091094455e-06
SPTB 1.10214968777095 1.48988194650236 19.6487667248562 9.30633576716462e-06 4.16524918686424e-05
MYH10 -1.10211014231819 5.2640136799143 58.2049688217854 2.3618177708684e-14 3.86462590409688e-13
JARID2 1.10192028880688 4.31638825860252 60.1187648703549 8.93028826226975e-15 1.53092139361213e-13
THAP11 -1.10185587665604 5.34231295220679 52.8483017409693 3.60330089643828e-13 5.24417227208189e-12
ST3GAL1 1.10172407697201 7.90426764175181 70.8528289488957 3.84891377356758e-17 8.32031316183385e-16
THOC3 -1.10168151897752 6.79364541977546 63.007487010713 2.05922346243944e-15 3.7526738574468e-14
PIGZ -1.10143785240912 2.66998440988206 29.9676219641821 4.39321094692002e-08 3.10941473789927e-07
MESP1 -1.10142813081524 1.99106132919697 21.7858538222317 3.04839466108008e-06 1.51781433597783e-05
PDF -1.10136695336215 3.22162467558235 22.4257450145574 2.18426441109597e-06 1.12048052236562e-05
FW339998 1.10130064931406 1.63425669570185 17.9437181608937 2.27534126725489e-05 9.34671393233182e-05
ZNF620 1.10121848601607 2.67453541950474 31.0115184051601 2.5650168435573e-08 1.90221545898215e-07
AK025664 1.10118076742421 0.505770937698113 4.66347394822763 0.0308107926785042 0.0572167170247118
RBMS2 1.10100298506662 6.83851549270215 79.3861040689764 5.1084144837809e-19 1.28083936623098e-17
FAM43A 1.10093485214901 1.5780043575 17.7571192526289 2.5097654576992e-05 0.000102355386287301
ELOVL6 -1.10017560631511 4.70676225719041 59.2037582156108 1.42162070519773e-14 2.3915123095024e-13
ENTPD7 -1.10005797248893 2.17200540037258 28.2897272992352 1.04448813243971e-07 6.95523420802106e-07
ARPC4-TTLL3 1.0999493913971 0.458462153899613 4.72682584684132 0.0296956396067674 0.055509422432176
JMJD1C 1.09985889880571 6.09414877164988 28.6570448535922 8.63991012613953e-08 5.819013019172e-07
E2F2 -1.09950631537782 3.11496454918107 42.6738101667239 6.46724015111996e-11 7.01593241706855e-10
KCNQ4 1.09942724845636 -0.163069503375405 8.83603277714775 0.00295340456120243 0.00732907649315054
TIGD4 1.09899556987782 -0.480961509462952 7.43645157244951 0.00639157889288922 0.014546317940393
NFKBIE 1.0987119922551 6.17806272813634 40.9771722105802 1.54017709756694e-10 1.58567255233445e-09
CARD14 1.09826860267658 1.5355408074762 18.192341938848 1.99680126781881e-05 8.30667073686589e-05
MYH16 1.09816567418827 1.89136851866556 25.0630940805492 5.54846913768396e-07 3.21545127739287e-06
HYAL3 -1.09802844411551 3.02668679056878 30.8448673293969 2.79500385877248e-08 2.05519909675225e-07
HAVCR1 -1.09797552622485 -0.328781197382287 7.66727587814768 0.00562312879492559 0.0129797695042411
ZFP36L1 1.09787237052048 7.24025831487218 70.9341632230126 3.69346611819064e-17 7.99600161240596e-16
RNF19A 1.09780340673326 5.67976644168618 49.5130933887638 1.97052186160466e-12 2.62196785249435e-11
GAB2 1.09751743993615 4.47982301610991 43.0374847079328 5.3701043605734e-11 5.91385681726014e-10
FHOD1 -1.09745241372268 4.16157966539411 42.2156605903687 8.17428017180217e-11 8.73285598354199e-10
PGM5P2 1.09716610144854 0.616280580761058 14.260062957283 0.000159207293000064 0.000544711566656009
C16orf95 -1.09691076831848 0.275108931783373 10.8781250921229 0.000973067010733621 0.00274878845358225
COX5B -1.09660730607474 7.264562287128 41.724066466571 1.05107196080167e-10 1.10213043514218e-09
HINT3 1.09603465304742 4.37177111341457 30.7566221092906 2.92503924133415e-08 2.14333268066548e-07
NDC1 -1.09580606500444 6.28651104212285 58.6552881030547 1.87862526712207e-14 3.10151985589929e-13
KRT8 -1.09557680124211 11.9323343615753 58.8115993304541 1.73515343671487e-14 2.88078458530263e-13
UBXN8 -1.09501676659425 1.82413114387483 19.7612908959974 8.77418064464777e-06 3.954684966189e-05
SOD3 -1.09489094374601 5.98373032084845 22.4474810941967 2.15968528979056e-06 1.10941603579729e-05
ATP2C2 1.0948582621633 4.82604925008753 60.6864881461952 6.69279521108435e-15 1.16358348817237e-13
HJURP -1.09427604141839 6.02697712135238 58.7640309953362 1.77761373948069e-14 2.94795943320177e-13
IL2RG 1.09401950490329 1.04270751188611 18.0920321367633 2.10480374354257e-05 8.71171296772828e-05
ORC1 -1.09386788929309 4.58112651748542 59.1769382436336 1.44112927787306e-14 2.41861524150662e-13
LRIF1 1.09356397156109 4.71605043500662 48.3221576321242 3.61642658488527e-12 4.68514737618309e-11
NEK3 1.0933494707971 1.44812929757314 19.2695484466128 1.13502246560508e-05 4.98915808301005e-05
VCAN -1.09334688055215 6.24307916792839 42.208406830439 8.20465604004056e-11 8.75262257585513e-10
CLN6 -1.09320613005776 5.7480435081 70.9538832379034 3.65673261898058e-17 7.92811897082804e-16
