p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene_mice	gene	Cell_Identity
4.1641931378702e-96	1.29068948603084	0.2	0.032	9.14831590458704e-92	Cd4+_T_cells	Sept1	SEPTIN1	Immune
1.15515468605409e-93	1.23234107677088	0.364	0.101	2.53775932979223e-89	Cd4+_T_cells	Rac2	RAC2	Immune
2.47988021987539e-92	1.26179434135472	0.35	0.095	5.44804885504424e-88	Cd4+_T_cells	H2-Q7	NA	Immune
1.69560384174931e-90	1.22635417478494	0.445	0.155	3.72507207993905e-86	Cd4+_T_cells	Shisa5	SHISA5	Immune
1.26518015843581e-89	1.34443145995693	0.526	0.226	2.77947429006764e-85	Cd4+_T_cells	Id2	ID2	Immune
1.97480049010447e-86	1.38048919040718	0.107	0.01	4.33843919671052e-82	Cd4+_T_cells	Ikzf2	IKZF2	Immune
7.35182652752215e-86	1.13990459046545	0.152	0.021	1.61512276983134e-81	Cd4+_T_cells	Ltb	LTB	Immune
1.84296548204257e-82	1.06106344412247	0.203	0.038	4.04881086749931e-78	Cd4+_T_cells	Gimap1	NA	Immune
5.08023266543713e-78	1.51267763103359	0.223	0.048	1.11607631426988e-73	Cd4+_T_cells	Nkg7	NKG7	Immune
8.30342092569304e-78	-1.79635237790505	0.179	0.561	1.8241785431655e-73	Cd4+_T_cells	Cbr2	NA	Immune
1.03136477244823e-77	1.12141519864776	0.247	0.057	2.26580526859152e-73	Cd4+_T_cells	Gimap4	GIMAP4	Immune
1.6045718755738e-75	1.00734255360986	0.482	0.193	3.52508395344807e-71	Cd4+_T_cells	Ptprc	PTPRC	Immune
1.67940824812621e-73	1.1189769806002	0.139	0.02	3.68949198030846e-69	Cd4+_T_cells	Gimap7	NA	Immune
1.4618917898173e-72	-2.35459812257613	0.337	0.647	3.21163007304962e-68	Cd4+_T_cells	Sftpa1	NA	Immune
4.69594756117382e-70	-2.41723139991919	0.802	0.912	1.03165271971428e-65	Cd4+_T_cells	Sftpc	SFTPC	Immune
5.90280827147871e-70	-2.07699829341064	0.222	0.567	1.29678794916116e-65	Cd4+_T_cells	Sftpb	SFTPB	Immune
9.20349731211391e-67	1.15675136312164	0.455	0.196	2.0219163244983e-62	Cd4+_T_cells	Junb	JUNB	Immune
3.36341928641675e-66	-1.72342293236511	0.184	0.544	7.38909583032896e-62	Cd4+_T_cells	Cd74	CD74	Immune
7.94015002130596e-63	1.07072861200341	0.267	0.077	1.74437155818071e-58	Cd4+_T_cells	Selplg	SELPLG	Immune
6.95589919035523e-62	1.14157768871374	0.262	0.075	1.52814149312914e-57	Cd4+_T_cells	Ptpn18	PTPN18	Immune
1.32154765867446e-59	1.00297249761043	0.504	0.248	2.90330805134193e-55	Cd4+_T_cells	S100a10	S100A10	Immune
6.13699447390629e-58	1.04078057570105	0.306	0.102	1.34823631597247e-53	Cd4+_T_cells	Fyb	FYB1	Immune
9.56971643473383e-58	-1.9071765085765	0.091	0.422	2.10237100354667e-53	Cd4+_T_cells	Sftpd	SFTPD	Immune
1.07093099556084e-57	1.13135733854168	0.215	0.055	2.3527283041476e-53	Cd4+_T_cells	Ccr2	CCR2	Immune
3.94372546626794e-56	1.05804659674664	0.237	0.067	8.66397047684404e-52	Cd4+_T_cells	Cd2	CD2	Immune
5.27235689694045e-54	1.09160042668227	0.269	0.086	1.15828408668885e-49	Cd4+_T_cells	Pdcd4	PDCD4	Immune
1.59127369141789e-51	1.05704195815511	0.142	0.029	3.49586917267596e-47	Cd4+_T_cells	Spn	SPN	Immune
1.56634719740013e-49	-1.16639607610653	0.271	0.563	3.44110815796835e-45	Cd4+_T_cells	Npc2	NPC2	Immune
8.70200580762957e-49	-1.4204903451307	0.09	0.395	1.91174365587814e-44	Cd4+_T_cells	Wfdc2	WFDC2	Immune
4.05831994175779e-47	1.00512583599819	0.198	0.055	8.91572308004769e-43	Cd4+_T_cells	Ifi203	NA	Immune
4.15815420209213e-47	-1.65752283855903	0.1	0.388	9.1350489665762e-43	Cd4+_T_cells	Slc34a2	SLC34A2	Immune
1.34913551783735e-46	-1.40003683387675	0.066	0.361	2.96391581913688e-42	Cd4+_T_cells	Cd36	CD36	Immune
1.49157111656304e-46	-1.75225488180429	0.117	0.401	3.27683258597735e-42	Cd4+_T_cells	Cxcl15	NA	Immune
4.1938856955571e-46	-1.81899582829858	0.051	0.331	9.21354748456939e-42	Cd4+_T_cells	Chi3l1	NA	Immune
5.08054616069594e-46	-1.65465404639697	0.034	0.314	1.11614518604329e-41	Cd4+_T_cells	Napsa	NAPSA	Immune
1.30643400345002e-43	-1.73484228412451	0.118	0.402	2.87010486217935e-39	Cd4+_T_cells	H2-Ab1	NA	Immune
1.6502404796491e-43	-1.26648607308257	0.068	0.351	3.62541330974112e-39	Cd4+_T_cells	App	APP	Immune
3.96042099579532e-43	-1.46462846473295	0.037	0.305	8.70064888566273e-39	Cd4+_T_cells	Ctsh	CTSH	Immune
2.95154902113272e-42	-1.39658740130681	0.041	0.308	6.48425804452647e-38	Cd4+_T_cells	Mgst1	MGST1	Immune
1.58114334393134e-41	-1.57278653232125	0.113	0.39	3.47361381228276e-37	Cd4+_T_cells	H2-Aa	HLA-DQA1	Immune
3.32831770132487e-40	-1.52325643098753	0.039	0.292	7.3119811580406e-36	Cd4+_T_cells	Rnase4	RNASE4	Immune
3.86597374711102e-40	-1.30986917926449	0.122	0.396	8.4931577250282e-36	Cd4+_T_cells	Cd9	CD9	Immune
5.69401358006812e-40	-1.37185427584744	0.931	0.972	1.25091784340517e-35	Cd4+_T_cells	Scgb1a1	SCGB1A1	Immune
1.06386524677956e-39	-1.40213778190618	0.039	0.295	2.33720556065002e-35	Cd4+_T_cells	Atp1b1	ATP1B1	Immune
6.88251031065821e-38	-1.45209644735655	0.096	0.354	1.5120186901485e-33	Cd4+_T_cells	Scd1	NA	Immune
1.79870729417091e-36	-1.26590175065412	0.034	0.275	3.95158005456406e-32	Cd4+_T_cells	Selenbp1	NA	Immune
1.56071986522143e-35	-1.22086741338825	0.071	0.316	3.42874547190496e-31	Cd4+_T_cells	Hp	HP	Immune
6.21424764602759e-34	-1.51980900348484	0.036	0.256	1.3652080653558e-29	Cd4+_T_cells	Lamp3	LAMP3	Immune
7.0127030785826e-33	1.92937459867526	0.264	0.114	1.54062073933381e-28	Cd4+_T_cells	Ccl5	CCL5	Immune
1.27914438578319e-31	-1.47500686932637	0.234	0.475	2.8101523011271e-27	Cd4+_T_cells	Cst3	CST3	Immune
2.09815518408687e-31	-1.4256300182	0.02	0.223	4.60943712392044e-27	Cd4+_T_cells	Sfta2	SFTA2	Immune
7.9770480476964e-31	1.00474415091687	0.122	0.033	1.75247768559842e-26	Cd4+_T_cells	Rora	RORA	Immune
1.36587465439621e-30	-1.33346501354431	0.054	0.268	3.00069002824302e-26	Cd4+_T_cells	Hc	C5	Immune
2.40591817202255e-30	-1.08757800682881	0.049	0.262	5.28556163211634e-26	Cd4+_T_cells	Alcam	ALCAM	Immune
7.09110486046564e-30	1.14310576506362	0.19	0.071	1.5578448267957e-25	Cd4+_T_cells	Il18r1	IL18R1	Immune
7.26529205141231e-30	-1.23208253577664	0.034	0.237	1.59611201077477e-25	Cd4+_T_cells	Ces1d	NA	Immune
1.14281314413412e-29	-1.43323921615479	0.025	0.223	2.51064619634825e-25	Cd4+_T_cells	Mt1	NA	Immune
1.41374887253748e-28	-1.44506620541998	0.019	0.205	3.10586489807759e-24	Cd4+_T_cells	S100g	S100G	Immune
2.87580352198202e-28	-1.16604654202898	0.03	0.224	6.3178527574423e-24	Cd4+_T_cells	Cd63	CD63	Immune
2.24969962486873e-27	-1.81179183077798	0.1	0.296	4.9423651058741e-23	Cd4+_T_cells	Ccl6	NA	Immune
2.39572988437229e-27	-1.21385758441036	0.025	0.211	5.26317898297749e-23	Cd4+_T_cells	Nupr1	NUPR1	Immune
2.69884060234374e-27	-1.46081505443292	0.093	0.299	5.92908291928896e-23	Cd4+_T_cells	H2-Eb1	NA	Immune
6.79102424039458e-27	1.03849513640215	0.283	0.139	1.49192011537228e-22	Cd4+_T_cells	Ifngr1	IFNGR1	Immune
3.3140871295887e-26	-1.37311280002072	0.02	0.194	7.28071801499342e-22	Cd4+_T_cells	Fabp5	FABP5	Immune
3.36795038387191e-26	-1.35154645157792	0.044	0.229	7.3990501983282e-22	Cd4+_T_cells	Tyrobp	TYROBP	Immune
2.59433109487888e-25	-1.29890404993097	0.017	0.186	5.69948598233941e-21	Cd4+_T_cells	Ager	AGER	Immune
3.95365910286876e-24	-1.4502383937687	0.098	0.292	8.68579368309239e-20	Cd4+_T_cells	Apoe	APOE	Immune
1.65761645492723e-23	-1.17924828696662	0.017	0.175	3.64161758982964e-19	Cd4+_T_cells	Cldn18	CLDN18	Immune
2.23968000263659e-23	-1.13930806205347	0.029	0.193	4.92035299779232e-19	Cd4+_T_cells	Chchd10	CHCHD10	Immune
3.01865205569835e-23	-1.13781638051198	0.008	0.16	6.63167670116371e-19	Cd4+_T_cells	Cldn3	CLDN3	Immune
3.57549458120352e-23	-1.25291424555664	0.037	0.204	7.85500404544602e-19	Cd4+_T_cells	Fcer1g	FCER1G	Immune
2.38518621771254e-22	-1.05035922060454	0.027	0.185	5.24001560169268e-18	Cd4+_T_cells	Dram1	DRAM1	Immune
4.55580989918101e-22	-1.26229834419391	0.103	0.282	1.00086587675108e-17	Cd4+_T_cells	Cyp2f2	CYP2F1	Immune
3.60564961856104e-21	-1.1046744109092	0.017	0.161	7.92125164701675e-17	Cd4+_T_cells	Fasn	FASN	Immune
3.84203627433326e-21	-1.97469980067122	0.041	0.197	8.44056949108273e-17	Cd4+_T_cells	Lyz1	NA	Immune
9.33676926068918e-21	-1.16924999637844	0.068	0.235	2.0511948388808e-16	Cd4+_T_cells	Sec14l3	SEC14L3	Immune
9.71118937235925e-21	-1.02572858904127	0.02	0.165	2.1334511932136e-16	Cd4+_T_cells	Trf	NA	Immune
3.92669202266691e-20	-1.03433293800601	0.052	0.208	8.62654970459694e-16	Cd4+_T_cells	Gstm1	NA	Immune
3.14060320476327e-19	-1.25671783554	0.02	0.153	6.89959118054442e-15	Cd4+_T_cells	Alox5ap	ALOX5AP	Immune
3.21450170071997e-19	-1.11636473142606	0.032	0.174	7.06193878631171e-15	Cd4+_T_cells	Cd24a	CD24	Immune
3.59327318531005e-18	-1.17372651063801	0.034	0.169	7.89406186080766e-14	Cd4+_T_cells	Tppp3	TPPP3	Immune
1.7199777884422e-17	-1.00015044918926	0.032	0.164	3.77861920342867e-13	Cd4+_T_cells	Lcn2	LCN2	Immune
9.01960001179848e-17	-1.07669469484744	0.049	0.183	1.98151592659201e-12	Cd4+_T_cells	Ifitm3	NA	Immune
9.05913999998772e-17	-1.40900167381017	0.01	0.123	1.9902024665973e-12	Cd4+_T_cells	Ear2	NA	Immune
1.32246875384406e-16	-1.70880671716836	0.162	0.307	2.90533160532001e-12	Cd4+_T_cells	Chi3l3	NA	Immune
3.33179914741073e-16	-1.02076238051884	0.149	0.292	7.31962954694663e-12	Cd4+_T_cells	Ctss	CTSS	Immune
9.03011989009364e-16	-1.31699256780985	0.036	0.158	1.98382703865467e-11	Cd4+_T_cells	Gsn	GSN	Immune
1.53724300637063e-15	-1.40904205132063	0.096	0.239	3.37716916069563e-11	Cd4+_T_cells	Scgb3a2	SCGB3A2	Immune
6.5038067962423e-15	-1.14627821063186	0.014	0.117	1.42882131506647e-10	Cd4+_T_cells	Mrc1	MRC1	Immune
5.34590825857321e-14	-1.00789869470498	0.042	0.154	1.17444258532595e-09	Cd4+_T_cells	Cybb	CYBB	Immune
7.47690383905677e-14	-1.18055485335664	0.027	0.131	1.64260100440238e-09	Cd4+_T_cells	Slpi	SLPI	Immune
1.23348753190823e-13	-1.08538888256461	0.042	0.153	2.7098487588492e-09	Cd4+_T_cells	Sdpr	NA	Immune
1.25464840493021e-13	-1.02040585263561	0.017	0.116	2.75633708079117e-09	Cd4+_T_cells	Fmo2	FMO2	Immune
6.70350056430975e-13	-1.04138274648853	0.051	0.16	1.47269203897321e-08	Cd4+_T_cells	Hpgd	HPGD	Immune
1.35348126431734e-12	-1.10387918788708	0.015	0.105	2.97346298957876e-08	Cd4+_T_cells	C3	C3	Immune
0.0	2.44136776941053	0.69	0.047	0.0	CD8+_T_cells	Ms4a4b	NA	Immune
0.0	2.40369536509008	0.464	0.012	0.0	CD8+_T_cells	Cd8b1	CD8B	Immune
0.0	2.31408283581699	0.652	0.098	0.0	CD8+_T_cells	Ccl5	CCL5	Immune
0.0	2.18873830670304	0.546	0.045	0.0	CD8+_T_cells	Il7r	IL7R	Immune
0.0	2.08191839755679	0.453	0.054	0.0	CD8+_T_cells	Ly6c2	NA	Immune
0.0	1.9677430062319	0.492	0.053	0.0	CD8+_T_cells	Ms4a6b	NA	Immune
0.0	1.89540881874102	0.41	0.028	0.0	CD8+_T_cells	Cd3d	CD3D	Immune
0.0	1.79880532918816	0.435	0.045	0.0	CD8+_T_cells	Trbc2	NA	Immune
0.0	1.79229908208471	0.44	0.038	0.0	CD8+_T_cells	Nkg7	NKG7	Immune
0.0	1.69707360136035	0.214	0.005	0.0	CD8+_T_cells	Dapl1	DAPL1	Immune
0.0	1.66949419554855	0.24	0.009	0.0	CD8+_T_cells	Lef1	LEF1	Immune
0.0	1.60048557513349	0.306	0.022	0.0	CD8+_T_cells	Trbc1	NA	Immune
0.0	1.33980866871927	0.173	0.004	0.0	CD8+_T_cells	Cd8a	CD8A	Immune
1.01910534757157e-268	1.57936334312601	0.322	0.03	2.23887253807999e-264	CD8+_T_cells	Thy1	THY1	Immune
2.74584977697535e-267	1.53344833370197	0.905	0.386	6.03235737503714e-263	CD8+_T_cells	Tmsb10	TMSB10	Immune
1.81266563312782e-259	1.31980478634337	0.196	0.01	3.98224512941851e-255	CD8+_T_cells	Ctsw	CTSW	Immune
4.88478871993824e-245	1.53439763008745	0.221	0.014	1.07313923388323e-240	CD8+_T_cells	Tcf7	TCF7	Immune
1.08308957255365e-235	1.36416255844356	0.258	0.022	2.37943948194311e-231	CD8+_T_cells	Lck	LCK	Immune
1.6325858310235e-223	1.55479277945627	0.248	0.021	3.58662781217554e-219	CD8+_T_cells	Bcl2	BCL2	Immune
4.21244421563702e-219	1.31406219878109	0.936	0.612	9.25431869733297e-215	CD8+_T_cells	Rpl13a	RPL13A	Immune
3.531604465841e-216	1.47264316251744	0.873	0.474	7.75858185100609e-212	CD8+_T_cells	Rps15a	RPS15A	Immune
1.19750565873959e-200	1.43853446915664	0.271	0.029	2.63080018168501e-196	CD8+_T_cells	Cd3g	CD3G	Immune
7.01434549837966e-200	1.40888789598794	0.863	0.461	1.54098156253903e-195	CD8+_T_cells	Gm9846	NA	Immune
1.90516219578008e-199	1.54038437872332	0.325	0.043	4.18545082790926e-195	CD8+_T_cells	Hcst	HCST	Immune
6.80110724174099e-197	1.61844679059663	0.428	0.079	1.49413524993808e-192	CD8+_T_cells	Pdcd4	PDCD4	Immune
5.20353735805783e-190	1.34375328992281	0.17	0.011	1.14316512219172e-185	CD8+_T_cells	Ccr7	CCR7	Immune
3.85804955465945e-189	1.14747952831823	0.93	0.664	8.47574906663134e-185	CD8+_T_cells	Rps19	RPS19	Immune
9.43533779693938e-189	1.3996625042444	0.853	0.516	2.07284936060961e-184	CD8+_T_cells	Rps18	RPS18	Immune
2.80034159930652e-185	1.39674877076448	0.242	0.025	6.15207045951649e-181	CD8+_T_cells	Epsti1	EPSTI1	Immune
1.785086079056e-184	1.55381135250964	0.654	0.221	3.92165560707813e-180	CD8+_T_cells	Gm10275	NA	Immune
1.45360683771849e-182	1.32311786682291	0.208	0.018	3.19342886178375e-178	CD8+_T_cells	Trac	NA	Immune
3.23784176589256e-182	1.26686228721596	0.868	0.523	7.11321457548937e-178	CD8+_T_cells	Rps5	RPS5	Immune
6.71549927125801e-181	1.23658011320737	0.887	0.583	1.47532803490267e-176	CD8+_T_cells	Rpl32	RPL32	Immune
1.06416105187841e-179	1.15117676693085	0.134	0.007	2.33785541487169e-175	CD8+_T_cells	Cst7	CST7	Immune
1.95330875321062e-179	1.45257913550081	0.444	0.091	4.29122399992842e-175	CD8+_T_cells	H2-Q7	NA	Immune
9.38902725681828e-174	1.21316543532377	0.871	0.548	2.06267539805041e-169	CD8+_T_cells	Rpl18a	RPL18A	Immune
1.17176136160791e-173	1.32388775478202	0.828	0.476	2.57424253531642e-169	CD8+_T_cells	Rplp0	RPLP0	Immune
4.74231588113062e-173	1.37435221168102	0.779	0.377	1.04183937592559e-168	CD8+_T_cells	Gm6472	NA	Immune
6.54930191862958e-173	1.34386943482672	0.832	0.462	1.43881613850373e-168	CD8+_T_cells	Rps24	RPS24	Immune
1.09509409477018e-168	1.04528216007201	0.917	0.679	2.40581221680061e-164	CD8+_T_cells	Rps14	RPS14	Immune
1.7310714615163e-158	1.31216580963681	0.199	0.02	3.80299089380516e-154	CD8+_T_cells	Cd69	CD69	Immune
3.81633056618743e-156	1.12115121656172	0.871	0.573	8.38409662085717e-152	CD8+_T_cells	Rps3	RPS3	Immune
5.05676014612396e-149	1.13233174361027	0.15	0.011	1.11091963650197e-144	CD8+_T_cells	Cd247	CD247	Immune
3.49018114911643e-148	1.30362889643611	0.315	0.053	7.6675789664939e-144	CD8+_T_cells	Gimap4	GIMAP4	Immune
2.54260544360769e-147	1.13917109994738	0.843	0.522	5.58584989906172e-143	CD8+_T_cells	Mir682	NA	Immune
3.21138995369526e-147	1.37254361155169	0.351	0.067	7.05510258927313e-143	CD8+_T_cells	Ets1	ETS1	Immune
8.13495622508797e-146	1.29279167047319	0.245	0.033	1.78716853308958e-141	CD8+_T_cells	Lat	LAT	Immune
1.61877225645557e-145	1.14413643142716	0.188	0.019	3.55628077020723e-141	CD8+_T_cells	Skap1	SKAP1	Immune
1.74529847329097e-144	1.23516593641443	0.791	0.46	3.83424621597293e-140	CD8+_T_cells	Rplp2	RPLP2	Immune
1.32149742009788e-142	1.26965324820056	0.196	0.021	2.90319768221304e-138	CD8+_T_cells	Cd3e	CD3E	Immune
1.41238159551925e-142	1.3055807661683	0.724	0.352	3.10286112719625e-138	CD8+_T_cells	Rpl36	RPL36	Immune
1.24278555518677e-140	1.18137282436329	0.139	0.01	2.73027558618982e-136	CD8+_T_cells	Satb1	SATB1	Immune
1.24491866487874e-140	1.09095269942717	0.866	0.609	2.73496181487209e-136	CD8+_T_cells	Rplp1	RPLP1	Immune
2.36307050592531e-138	1.19587520576156	0.799	0.484	5.19142959446731e-134	CD8+_T_cells	Wdr89	WDR89	Immune
1.95828538022794e-137	-2.30620082844699	0.493	0.822	4.30215715182277e-133	CD8+_T_cells	Lyz2	NA	Immune
6.23455896778799e-137	1.36297616810818	0.665	0.297	1.36967025963334e-132	CD8+_T_cells	Gm8730	NA	Immune
4.00431112045833e-136	1.26776965647704	0.747	0.394	8.7970711005349e-132	CD8+_T_cells	Rpl14	RPL14	Immune
8.32589498340797e-133	1.22204274068923	0.17	0.017	1.8291158689049e-128	CD8+_T_cells	Klrd1	NA	Immune
7.40175008161427e-131	1.29723399831262	0.654	0.283	1.62609047542984e-126	CD8+_T_cells	Gm9493	NA	Immune
6.8826570465657e-130	1.17425971042159	0.19	0.022	1.51205092656002e-125	CD8+_T_cells	Klhl6	KLHL6	Immune
5.65730411595233e-129	1.07212471328188	0.81	0.485	1.24285314123357e-124	CD8+_T_cells	Rps11	RPS11	Immune
2.22880714026483e-125	1.05095091035187	0.111	0.007	4.89646640644781e-121	CD8+_T_cells	Gm4955	NA	Immune
7.28828821956944e-125	1.12829151753331	0.775	0.478	1.60116403895721e-120	CD8+_T_cells	Rpl4	RPL4	Immune
6.45671276704228e-121	1.15393635479609	0.768	0.462	1.41847522779152e-116	CD8+_T_cells	Gm10073	NA	Immune
4.37516694450094e-116	1.2467653525704	0.593	0.241	9.6118042603741e-112	CD8+_T_cells	Gm7808	NA	Immune
7.27171580580918e-116	1.12642219543929	0.134	0.012	1.59752324537822e-111	CD8+_T_cells	Fam189b	FAM189B	Immune
2.68885183307109e-115	1.1174814976655	0.214	0.031	5.90713859207387e-111	CD8+_T_cells	Sept1	SEPTIN1	Immune
3.78544293019164e-114	1.2279002430106	0.611	0.261	8.316239573338e-110	CD8+_T_cells	Rpl23a-ps3	NA	Immune
1.51928426463684e-112	1.24969252726161	0.645	0.306	3.33771560098068e-108	CD8+_T_cells	Rpsa	RPSA	Immune
1.2817184432037e-110	1.24198030452341	0.662	0.339	2.81580724787421e-106	CD8+_T_cells	Rps2	RPS2	Immune
1.66718334432468e-110	1.24430906363249	0.577	0.236	3.66263508914688e-106	CD8+_T_cells	Rpsa-ps10	NA	Immune
4.48629839495886e-110	1.17601803432032	0.536	0.19	9.85594894388512e-106	CD8+_T_cells	Ptprc	PTPRC	Immune
1.40212140641098e-108	1.15813792524985	0.665	0.335	3.08032051774429e-104	CD8+_T_cells	Rpl18	RPL18	Immune
1.82972068965517e-107	1.02616269777899	0.763	0.466	4.01971338310345e-103	CD8+_T_cells	Rpl37	RPL37	Immune
1.82011720284368e-106	1.07912177922155	0.742	0.433	3.99861548292728e-102	CD8+_T_cells	Rps4x	RPS4X	Immune
5.28456085876628e-104	1.14408200908969	0.694	0.381	1.16096517506236e-99	CD8+_T_cells	Rps20	RPS20	Immune
5.27757872177881e-103	1.16826057391061	0.641	0.314	1.15943126938759e-98	CD8+_T_cells	Rpl39	RPL39	Immune
6.16889617692756e-103	1.01618109262453	0.765	0.459	1.35524480110922e-98	CD8+_T_cells	Rps26	RPS26	Immune
1.07641162693195e-99	1.04678040920035	0.716	0.402	2.36476870320679e-95	CD8+_T_cells	Gm10269	NA	Immune
2.00451236114404e-99	1.1127126218891	0.373	0.101	4.40371320619733e-95	CD8+_T_cells	Rac2	RAC2	Immune
5.17618216139266e-98	1.02157530320081	0.717	0.398	1.13715545903635e-93	CD8+_T_cells	Rps28	RPS28	Immune
2.13961924083882e-97	1.13179197703787	0.613	0.282	4.70052951019881e-93	CD8+_T_cells	Rps7	RPS7	Immune
1.51367151900359e-96	1.06187904685558	0.201	0.033	3.32538496009898e-92	CD8+_T_cells	Sell	SELL	Immune
1.95475664704006e-96	1.18636513641408	0.554	0.241	4.29440487788232e-92	CD8+_T_cells	Rpl13	RPL13	Immune
2.71836774497309e-96	1.23822352163655	0.26	0.054	5.97198209893139e-92	CD8+_T_cells	Crlf3	CRLF3	Immune
2.91734870698163e-96	1.04869169843422	0.686	0.379	6.40912337436794e-92	CD8+_T_cells	Gm10288	NA	Immune
4.6408633401289e-96	1.01106848064076	0.742	0.461	1.01955126719292e-91	CD8+_T_cells	Rpl34	RPL34	Immune
1.73613228086412e-94	1.07767564643433	0.683	0.386	3.81410900783039e-90	CD8+_T_cells	Rps21	RPS21	Immune
1.2655872397405e-91	1.19733093578341	0.56	0.251	2.7803686069859e-87	CD8+_T_cells	Rps10-ps1	NA	Immune
6.37961680455001e-91	1.00843298386886	0.703	0.412	1.40153801579159e-86	CD8+_T_cells	Rpl22	RPL22	Immune
8.05303064521571e-91	1.13359224304884	0.585	0.272	1.76917030244744e-86	CD8+_T_cells	Rps10	RPS10	Immune
1.01460854474271e-90	1.0479517082056	0.716	0.455	2.22899351194526e-86	CD8+_T_cells	Rps15	RPS15	Immune
1.54748733481359e-89	1.22006980575283	0.268	0.061	3.39967492585199e-85	CD8+_T_cells	Rapgef6	RAPGEF6	Immune
1.28522629968015e-88	1.10235148568963	0.257	0.055	2.82351365776732e-84	CD8+_T_cells	Gimap6	GIMAP6	Immune
1.18736149429308e-86	1.01519706471795	0.167	0.025	2.60851446681247e-82	CD8+_T_cells	Gimap9	NA	Immune
1.26500541325144e-86	1.04818888873992	0.639	0.332	2.77909039237209e-82	CD8+_T_cells	Rps26-ps1	NA	Immune
1.45571533646986e-86	1.14484273010256	0.373	0.113	3.19806102269063e-82	CD8+_T_cells	Jak1	JAK1	Immune
1.68389950189241e-85	1.17772848371762	0.248	0.055	3.69935881570744e-81	CD8+_T_cells	Ablim1	ABLIM1	Immune
2.53373312515038e-84	1.05333177080135	0.155	0.023	5.56635830264288e-80	CD8+_T_cells	Rnf138	RNF138	Immune
1.56339596636105e-83	1.06700437284488	0.291	0.072	3.43462459849858e-79	CD8+_T_cells	Il2rg	IL2RG	Immune
1.06283464173525e-81	1.11855157725234	0.242	0.054	2.33494142442818e-77	CD8+_T_cells	Gm5239	NA	Immune
2.56393313848085e-81	1.04252421396449	0.263	0.062	5.63270471192859e-77	CD8+_T_cells	Sp100	SP100	Immune
1.07512451839531e-80	-1.8681859011235	0.191	0.561	2.36194105446266e-76	CD8+_T_cells	Cbr2	NA	Immune
1.39562599809891e-79	1.04395561557147	0.181	0.032	3.0660507552235e-75	CD8+_T_cells	Sept6	SEPTIN6	Immune
4.23372081578334e-79	1.10218553547575	0.284	0.074	9.30106126019443e-75	CD8+_T_cells	Ptpn18	PTPN18	Immune
5.88159907091601e-79	1.12472425242008	0.443	0.17	1.29212849988954e-74	CD8+_T_cells	Rps16	RPS16	Immune
1.02734267243237e-78	1.10173214657283	0.51	0.222	2.25696911706668e-74	CD8+_T_cells	Gm7536	NA	Immune
1.34439573643588e-75	1.10850806239864	0.464	0.188	2.95350299337599e-71	CD8+_T_cells	Gm11808	NA	Immune
1.81980080850397e-75	-2.15559305991955	0.219	0.568	3.99792039620236e-71	CD8+_T_cells	Sftpb	SFTPB	Immune
4.91218371145561e-74	1.08357805314231	0.521	0.238	1.07915763956968e-69	CD8+_T_cells	Eef1b2	EEF1B2	Immune
9.84512567580762e-74	1.03839221187292	0.178	0.033	2.16287565971818e-69	CD8+_T_cells	Cmah	NA	Immune
1.02595345981213e-73	-2.29541076814912	0.346	0.647	2.25391715586127e-69	CD8+_T_cells	Sftpa1	NA	Immune
1.07172038803007e-73	-1.07522947333195	0.525	0.789	2.35446252046327e-69	CD8+_T_cells	Fth1	FTH1	Immune
9.6097844786606e-73	1.03146375504352	0.559	0.284	2.11117355211695e-68	CD8+_T_cells	Rpl6	RPL6	Immune
4.02052759700536e-72	-2.34411009842825	0.773	0.914	8.83269707786108e-68	CD8+_T_cells	Sftpc	SFTPC	Immune
2.63746469342722e-70	1.09974415149583	0.436	0.178	5.79424618499027e-66	CD8+_T_cells	Uba52	UBA52	Immune
3.8372421921865e-70	1.04773757866654	0.498	0.226	8.43003737201452e-66	CD8+_T_cells	Id2	ID2	Immune
1.60071603882048e-69	1.06284406769346	0.454	0.193	3.5166130656847e-65	CD8+_T_cells	Rpl29	RPL29	Immune
3.17505397988352e-67	-2.22101375510072	0.07	0.423	6.97527608840611e-63	CD8+_T_cells	Sftpd	SFTPD	Immune
6.28427440141494e-67	1.01802511810534	0.252	0.066	1.38059224324685e-62	CD8+_T_cells	Cd2	CD2	Immune
1.38484659385962e-63	1.01147405879492	0.266	0.076	3.04236948205021e-59	CD8+_T_cells	Selplg	SELPLG	Immune
5.81146251664396e-61	-1.59978842512765	0.214	0.543	1.27672020028151e-56	CD8+_T_cells	Cd74	CD74	Immune
2.48988188761427e-60	1.02710076277014	0.456	0.21	5.47002151889979e-56	CD8+_T_cells	Npm1	NPM1	Immune
8.91148785508162e-60	1.06136054620635	0.402	0.166	1.95776476688288e-55	CD8+_T_cells	Rpl30	RPL30	Immune
3.14783117432935e-58	1.06707542386553	0.27	0.084	6.91547030688415e-54	CD8+_T_cells	Rpl13a-ps1	NA	Immune
1.2336368448756e-55	1.02210711659891	0.294	0.1	2.7101767845072e-51	CD8+_T_cells	Tmem66	NA	Immune
7.19503513457864e-55	-2.01288357451323	0.096	0.403	1.58067726871558e-50	CD8+_T_cells	Cxcl15	NA	Immune
3.01843988581389e-54	-1.70256836130261	0.083	0.398	6.63121058514453e-50	CD8+_T_cells	Cd9	CD9	Immune
